defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost
666,45,Structural,1/3/24,Component,Critical,Visual Inspection,824.28
667,12,Cosmetic,6/2/24,Surface,Minor,Visual Inspection,680.74
668,33,Structural,2/26/24,Surface,Critical,Automated Testing,376.62
669,3,Functional,1/10/24,Surface,Moderate,Manual Testing,400.79
670,15,Structural,2/19/24,Component,Critical,Visual Inspection,496.72
671,45,Structural,4/21/24,Component,Moderate,Manual Testing,369.13
672,16,Functional,5/19/24,Internal,Moderate,Automated Testing,916.45
673,63,Functional,5/1/24,Internal,Minor,Visual Inspection,152.08
674,63,Structural,1/6/24,Surface,Moderate,Visual Inspection,373.52
675,96,Cosmetic,5/12/24,Surface,Critical,Visual Inspection,345.64
676,4,Cosmetic,4/6/24,Internal,Critical,Visual Inspection,33.95
677,2,Structural,1/4/24,Component,Critical,Visual Inspection,478.44
678,19,Functional,3/20/24,Component,Critical,Manual Testing,884.03
679,61,Structural,1/23/24,Internal,Critical,Visual Inspection,113.64
680,5,Structural,1/19/24,Component,Moderate,Visual Inspection,479.38
681,8,Structural,1/16/24,Internal,Critical,Visual Inspection,395.56
682,6,Structural,1/13/24,Component,Moderate,Manual Testing,290.66
683,18,Cosmetic,2/25/24,Component,Minor,Visual Inspection,309.32
684,33,Structural,3/16/24,Component,Moderate,Manual Testing,28.05
685,40,Structural,6/24/24,Surface,Critical,Visual Inspection,37.69
686,35,Cosmetic,1/23/24,Internal,Critical,Automated Testing,293.44
687,99,Functional,3/16/24,Component,Minor,Visual Inspection,249.02
688,65,Structural,2/18/24,Surface,Minor,Manual Testing,327.88
689,56,Cosmetic,3/9/24,Surface,Critical,Manual Testing,749.31
690,96,Cosmetic,5/26/24,Component,Minor,Automated Testing,19.23
691,4,Functional,5/31/24,Internal,Critical,Manual Testing,470.43
692,67,Cosmetic,2/18/24,Component,Critical,Automated Testing,135.49
693,95,Structural,6/26/24,Component,Minor,Manual Testing,531.4
694,18,Cosmetic,2/16/24,Surface,Critical,Manual Testing,205.83
695,97,Cosmetic,4/20/24,Component,Moderate,Visual Inspection,547.02
696,84,Functional,1/6/24,Component,Moderate,Visual Inspection,459.29
697,51,Cosmetic,4/2/24,Surface,Critical,Manual Testing,762.32
698,34,Cosmetic,3/29/24,Component,Moderate,Visual Inspection,684.85
699,1,Cosmetic,4/4/24,Component,Critical,Automated Testing,940.9
700,41,Cosmetic,2/13/24,Surface,Minor,Manual Testing,894.66
701,67,Functional,3/30/24,Component,Minor,Manual Testing,10.44
702,43,Cosmetic,4/20/24,Component,Minor,Visual Inspection,878.23
703,34,Structural,1/31/24,Internal,Minor,Automated Testing,164.64
704,7,Structural,2/2/24,Internal,Critical,Visual Inspection,132.46
705,54,Functional,2/3/24,Internal,Moderate,Automated Testing,789.51
706,37,Functional,5/24/24,Component,Moderate,Visual Inspection,969.4
707,86,Functional,3/14/24,Surface,Critical,Automated Testing,667.18
708,22,Functional,4/9/24,Component,Minor,Manual Testing,781.35
709,79,Functional,3/10/24,Component,Minor,Automated Testing,711.6
710,4,Cosmetic,6/26/24,Surface,Moderate,Visual Inspection,91.9
711,36,Cosmetic,5/28/24,Internal,Minor,Manual Testing,767.74
712,74,Structural,3/30/24,Surface,Minor,Visual Inspection,535.88
713,36,Structural,2/29/24,Internal,Critical,Automated Testing,390.43
714,66,Cosmetic,6/4/24,Component,Minor,Visual Inspection,932.34
715,27,Functional,4/21/24,Surface,Moderate,Manual Testing,763.5
716,86,Structural,4/5/24,Surface,Minor,Visual Inspection,438.58
717,84,Cosmetic,1/1/24,Internal,Minor,Manual Testing,147.94
718,33,Cosmetic,3/11/24,Internal,Minor,Automated Testing,967.35
719,18,Cosmetic,4/4/24,Internal,Minor,Manual Testing,909.42
720,77,Functional,2/2/24,Internal,Moderate,Manual Testing,617.24
721,44,Cosmetic,4/26/24,Component,Moderate,Manual Testing,552
722,76,Structural,3/10/24,Internal,Minor,Manual Testing,746.64
723,25,Structural,1/27/24,Internal,Critical,Visual Inspection,133.43
724,58,Structural,2/21/24,Surface,Moderate,Manual Testing,437.82
725,15,Cosmetic,3/27/24,Surface,Minor,Visual Inspection,713.29
726,24,Cosmetic,2/25/24,Surface,Critical,Automated Testing,321.04
727,92,Functional,1/12/24,Surface,Minor,Automated Testing,988.41
728,5,Structural,1/10/24,Component,Critical,Manual Testing,164.56
729,74,Structural,2/28/24,Component,Moderate,Manual Testing,357.07
730,31,Structural,3/19/24,Surface,Minor,Automated Testing,189.23
731,37,Cosmetic,5/30/24,Component,Moderate,Manual Testing,840.24
732,44,Structural,2/21/24,Internal,Minor,Automated Testing,630.5
733,28,Functional,2/6/24,Surface,Moderate,Manual Testing,584.54
734,85,Functional,2/16/24,Surface,Moderate,Automated Testing,995.47
735,60,Structural,2/12/24,Surface,Critical,Manual Testing,894.31
736,63,Functional,1/21/24,Component,Minor,Automated Testing,420.57
737,46,Structural,4/14/24,Component,Moderate,Visual Inspection,71.86
738,81,Structural,5/4/24,Internal,Minor,Manual Testing,895.96
739,98,Cosmetic,2/4/24,Component,Moderate,Manual Testing,491.28
740,79,Functional,4/23/24,Internal,Moderate,Manual Testing,63.99
741,91,Cosmetic,4/6/24,Internal,Minor,Visual Inspection,409.99
742,51,Cosmetic,1/6/24,Internal,Critical,Automated Testing,391.78
743,27,Cosmetic,1/24/24,Internal,Minor,Manual Testing,921.78
744,30,Cosmetic,6/10/24,Component,Minor,Manual Testing,789.34
745,97,Cosmetic,5/8/24,Internal,Moderate,Visual Inspection,862.7
746,93,Structural,2/9/24,Component,Minor,Manual Testing,395.02
747,52,Cosmetic,3/3/24,Surface,Minor,Visual Inspection,507.39
748,41,Cosmetic,2/14/24,Internal,Moderate,Manual Testing,990.02
749,64,Functional,6/17/24,Component,Minor,Visual Inspection,466.97
750,9,Functional,3/23/24,Surface,Moderate,Manual Testing,49.52
751,42,Functional,1/14/24,Component,Minor,Manual Testing,543.93
752,81,Functional,5/12/24,Surface,Moderate,Automated Testing,688.91
753,83,Cosmetic,1/8/24,Surface,Critical,Visual Inspection,140.96
754,17,Structural,1/13/24,Component,Minor,Manual Testing,624.69
755,90,Cosmetic,1/1/24,Component,Critical,Manual Testing,317.5
756,77,Functional,6/12/24,Component,Minor,Manual Testing,363.84
757,40,Functional,3/17/24,Surface,Moderate,Manual Testing,472.15
758,12,Cosmetic,1/22/24,Internal,Moderate,Automated Testing,765.19
759,40,Cosmetic,3/23/24,Surface,Moderate,Manual Testing,551.79
760,31,Structural,6/22/24,Surface,Critical,Manual Testing,950.2
761,67,Functional,1/5/24,Component,Critical,Automated Testing,749.01
762,27,Cosmetic,2/15/24,Internal,Critical,Manual Testing,917.24
763,44,Cosmetic,4/24/24,Component,Minor,Automated Testing,527.76
764,40,Structural,4/26/24,Internal,Minor,Visual Inspection,615.24
765,70,Structural,4/26/24,Component,Minor,Visual Inspection,610.26
766,49,Cosmetic,4/6/24,Component,Moderate,Visual Inspection,305.36
767,81,Structural,3/23/24,Component,Minor,Automated Testing,753.7
768,48,Cosmetic,1/9/24,Internal,Moderate,Visual Inspection,67.49
769,83,Structural,6/26/24,Component,Minor,Visual Inspection,655.26
770,56,Structural,4/24/24,Surface,Moderate,Visual Inspection,119.28
771,97,Structural,1/13/24,Internal,Critical,Manual Testing,617.35
772,1,Cosmetic,6/11/24,Surface,Critical,Manual Testing,514.52
773,57,Functional,3/30/24,Component,Minor,Automated Testing,552.3
774,35,Structural,3/17/24,Surface,Critical,Manual Testing,957.27
775,22,Cosmetic,5/16/24,Surface,Minor,Visual Inspection,379.78
776,37,Structural,5/2/24,Surface,Minor,Automated Testing,20.93
777,59,Functional,5/31/24,Component,Moderate,Visual Inspection,698.16
778,31,Functional,1/16/24,Component,Critical,Manual Testing,270.7
779,71,Structural,3/24/24,Internal,Critical,Manual Testing,733.76
780,81,Functional,2/5/24,Surface,Minor,Manual Testing,918.81
781,10,Cosmetic,5/30/24,Component,Minor,Manual Testing,830.39
782,92,Functional,4/4/24,Internal,Moderate,Visual Inspection,429.08
783,73,Cosmetic,4/9/24,Internal,Moderate,Automated Testing,800.91
784,2,Functional,3/30/24,Surface,Moderate,Automated Testing,36.5
785,63,Cosmetic,4/7/24,Surface,Moderate,Visual Inspection,861.84
786,54,Cosmetic,6/24/24,Surface,Minor,Automated Testing,947.21
787,36,Functional,1/23/24,Surface,Minor,Manual Testing,37.44
788,41,Structural,1/25/24,Component,Critical,Automated Testing,571.65
789,54,Structural,1/21/24,Surface,Minor,Automated Testing,331.32
790,3,Structural,3/10/24,Internal,Critical,Manual Testing,212.4
791,94,Functional,4/15/24,Surface,Minor,Automated Testing,451.46
792,99,Functional,3/5/24,Internal,Minor,Manual Testing,948.05
793,79,Functional,5/7/24,Component,Moderate,Visual Inspection,111.39
794,81,Structural,3/21/24,Internal,Critical,Automated Testing,281.41
795,83,Structural,3/8/24,Internal,Minor,Automated Testing,866.14
796,83,Structural,5/8/24,Component,Minor,Visual Inspection,545.23
797,62,Cosmetic,6/9/24,Surface,Moderate,Visual Inspection,545.72
798,77,Functional,5/10/24,Component,Critical,Visual Inspection,395.56
799,87,Structural,6/8/24,Component,Moderate,Manual Testing,914.5
800,38,Cosmetic,5/30/24,Internal,Minor,Automated Testing,339.94
801,77,Cosmetic,3/18/24,Surface,Moderate,Visual Inspection,206.92
802,98,Functional,3/17/24,Component,Moderate,Visual Inspection,336.29
803,93,Structural,1/8/24,Internal,Critical,Visual Inspection,911.03
804,13,Structural,1/6/24,Surface,Minor,Visual Inspection,720.18
805,23,Functional,4/17/24,Surface,Moderate,Manual Testing,602.51
806,22,Functional,4/8/24,Internal,Critical,Manual Testing,996.6
807,99,Cosmetic,1/28/24,Surface,Minor,Automated Testing,373.64
808,99,Cosmetic,3/30/24,Component,Minor,Visual Inspection,792.57
809,8,Structural,3/19/24,Surface,Minor,Visual Inspection,956.44
810,77,Functional,6/30/24,Component,Critical,Manual Testing,916.1
811,7,Functional,5/15/24,Surface,Moderate,Visual Inspection,93.31
812,76,Structural,3/18/24,Internal,Critical,Automated Testing,576.28
813,93,Functional,5/6/24,Surface,Minor,Visual Inspection,89.52
814,79,Structural,1/6/24,Component,Minor,Manual Testing,381.12
815,65,Structural,6/21/24,Surface,Moderate,Visual Inspection,686.02
816,43,Functional,3/17/24,Surface,Minor,Manual Testing,585.81
817,96,Structural,3/31/24,Internal,Critical,Automated Testing,28.26
818,82,Functional,3/6/24,Component,Critical,Visual Inspection,858.99
819,63,Cosmetic,2/28/24,Surface,Critical,Automated Testing,373.68
820,61,Functional,2/19/24,Component,Critical,Manual Testing,937.41
821,65,Cosmetic,2/11/24,Surface,Moderate,Visual Inspection,960.72
822,41,Functional,2/25/24,Component,Moderate,Manual Testing,988.9
823,88,Cosmetic,1/29/24,Internal,Minor,Automated Testing,890.34
824,45,Structural,2/13/24,Component,Minor,Automated Testing,838.89
825,26,Functional,1/26/24,Component,Moderate,Automated Testing,90.18
826,8,Cosmetic,1/26/24,Component,Minor,Manual Testing,693.38
827,96,Cosmetic,1/19/24,Component,Minor,Manual Testing,904.55
828,25,Functional,5/12/24,Surface,Critical,Manual Testing,446.66
829,90,Cosmetic,2/12/24,Internal,Critical,Automated Testing,561.22
830,62,Cosmetic,4/12/24,Surface,Moderate,Visual Inspection,227.29
831,57,Structural,4/24/24,Internal,Critical,Manual Testing,129.15
832,37,Cosmetic,6/2/24,Surface,Critical,Automated Testing,105.91
833,90,Cosmetic,2/15/24,Component,Minor,Visual Inspection,833.94
834,4,Structural,4/9/24,Internal,Moderate,Automated Testing,10.55
835,69,Functional,1/2/24,Surface,Critical,Automated Testing,744.8
836,95,Structural,5/8/24,Surface,Critical,Automated Testing,114.02
837,30,Functional,3/10/24,Surface,Minor,Manual Testing,113.95
838,76,Structural,6/14/24,Surface,Critical,Automated Testing,390.19
839,26,Cosmetic,5/11/24,Surface,Critical,Automated Testing,418.17
840,95,Structural,2/16/24,Surface,Moderate,Automated Testing,536.08
841,49,Structural,1/25/24,Component,Minor,Manual Testing,857.55
842,32,Functional,1/13/24,Surface,Minor,Automated Testing,800.23
843,97,Functional,4/30/24,Surface,Moderate,Visual Inspection,526.93
844,83,Structural,2/18/24,Component,Critical,Automated Testing,97.57
845,50,Cosmetic,2/27/24,Component,Moderate,Automated Testing,438.29
846,48,Structural,6/25/24,Internal,Minor,Manual Testing,937.74
847,33,Functional,6/22/24,Component,Moderate,Visual Inspection,261.19
848,28,Functional,5/1/24,Component,Critical,Visual Inspection,155.84
849,100,Cosmetic,6/1/24,Component,Critical,Visual Inspection,761.38
850,10,Structural,6/24/24,Component,Moderate,Automated Testing,693.41
851,95,Functional,3/20/24,Component,Moderate,Automated Testing,319.06
852,7,Functional,3/2/24,Internal,Moderate,Visual Inspection,451.5
853,12,Structural,5/5/24,Surface,Moderate,Automated Testing,497.38
854,14,Functional,6/30/24,Surface,Minor,Visual Inspection,556.73
855,31,Cosmetic,2/7/24,Component,Critical,Visual Inspection,414.41
856,20,Structural,2/1/24,Surface,Critical,Manual Testing,450.18
857,49,Functional,4/10/24,Component,Moderate,Automated Testing,992.76
858,51,Structural,5/12/24,Surface,Minor,Visual Inspection,797.39
859,25,Cosmetic,3/25/24,Internal,Minor,Manual Testing,651.04
860,10,Structural,6/24/24,Component,Moderate,Visual Inspection,862.64
861,51,Structural,1/11/24,Surface,Critical,Automated Testing,915.73
862,63,Structural,2/16/24,Component,Critical,Visual Inspection,445.47
863,46,Functional,3/16/24,Surface,Critical,Automated Testing,789.92
864,95,Cosmetic,1/3/24,Component,Critical,Manual Testing,951.99
865,97,Structural,6/14/24,Surface,Critical,Visual Inspection,345.34
866,99,Cosmetic,2/22/24,Surface,Minor,Visual Inspection,119.16
867,9,Cosmetic,3/16/24,Surface,Minor,Automated Testing,649.87
868,38,Cosmetic,5/10/24,Surface,Critical,Manual Testing,141.43
869,55,Functional,6/8/24,Surface,Critical,Manual Testing,753.6
870,39,Structural,5/4/24,Internal,Critical,Visual Inspection,210.03
871,59,Structural,6/13/24,Surface,Critical,Manual Testing,992.01
872,1,Functional,5/20/24,Internal,Minor,Automated Testing,148.15
873,5,Functional,1/5/24,Surface,Critical,Visual Inspection,577.39
874,1,Cosmetic,4/19/24,Surface,Critical,Visual Inspection,98.45
875,81,Structural,4/18/24,Component,Moderate,Manual Testing,734.65
876,31,Cosmetic,3/31/24,Surface,Critical,Manual Testing,485.93
877,67,Structural,2/4/24,Component,Minor,Automated Testing,505.47
878,13,Functional,5/20/24,Internal,Critical,Automated Testing,769.34
879,37,Structural,3/11/24,Internal,Moderate,Manual Testing,939.94
880,91,Cosmetic,4/19/24,Surface,Minor,Visual Inspection,18.7
881,26,Functional,1/21/24,Internal,Minor,Automated Testing,892.85
882,39,Functional,5/21/24,Component,Moderate,Automated Testing,85.21
883,35,Functional,6/6/24,Component,Minor,Visual Inspection,20.83
884,4,Cosmetic,4/1/24,Internal,Minor,Manual Testing,800.02
885,28,Cosmetic,6/7/24,Surface,Critical,Visual Inspection,525.36
886,4,Structural,4/29/24,Surface,Minor,Visual Inspection,164.46
887,95,Structural,5/29/24,Component,Moderate,Manual Testing,452.93
888,17,Cosmetic,4/16/24,Component,Critical,Automated Testing,729.83
889,52,Functional,5/5/24,Component,Moderate,Automated Testing,138.24
890,49,Structural,6/5/24,Internal,Minor,Automated Testing,901.01
891,90,Functional,6/17/24,Internal,Minor,Manual Testing,780.69
892,4,Structural,5/12/24,Internal,Critical,Automated Testing,280.56
893,64,Structural,4/7/24,Surface,Minor,Manual Testing,437.25
894,73,Structural,5/19/24,Surface,Minor,Manual Testing,902.78
895,64,Structural,1/9/24,Internal,Minor,Visual Inspection,687.38
896,64,Structural,3/29/24,Internal,Minor,Manual Testing,436.79
897,56,Functional,5/15/24,Internal,Minor,Manual Testing,991.95
898,58,Structural,5/16/24,Surface,Moderate,Manual Testing,247.97
899,65,Cosmetic,3/16/24,Component,Critical,Manual Testing,895.77
900,84,Functional,2/16/24,Surface,Critical,Manual Testing,628.29
901,27,Cosmetic,3/20/24,Internal,Critical,Manual Testing,40.8
902,60,Structural,3/12/24,Component,Minor,Manual Testing,709.87
903,88,Functional,5/24/24,Surface,Minor,Automated Testing,450.31
904,4,Cosmetic,4/8/24,Surface,Moderate,Visual Inspection,577.2
905,100,Functional,2/7/24,Surface,Minor,Manual Testing,431.46
906,6,Structural,1/25/24,Surface,Critical,Visual Inspection,62.68
907,4,Structural,2/16/24,Component,Minor,Visual Inspection,988.05
908,31,Functional,4/24/24,Component,Moderate,Manual Testing,156.46
909,6,Functional,3/8/24,Component,Critical,Visual Inspection,32.9
910,43,Functional,2/29/24,Surface,Moderate,Manual Testing,443.75
911,82,Functional,6/7/24,Component,Minor,Visual Inspection,62.7
912,46,Functional,4/28/24,Component,Moderate,Visual Inspection,278.6
913,77,Functional,6/26/24,Surface,Moderate,Automated Testing,213.48
914,89,Functional,6/15/24,Internal,Critical,Automated Testing,90.11
915,66,Cosmetic,3/5/24,Surface,Moderate,Visual Inspection,108.7
916,7,Structural,2/21/24,Surface,Moderate,Visual Inspection,75.06
917,66,Cosmetic,1/4/24,Component,Critical,Automated Testing,511.65
918,24,Functional,6/1/24,Component,Moderate,Visual Inspection,535.87
919,35,Cosmetic,3/1/24,Internal,Minor,Visual Inspection,585.78
920,47,Functional,1/3/24,Surface,Moderate,Visual Inspection,873.58
921,91,Cosmetic,3/9/24,Internal,Moderate,Automated Testing,73.46
922,90,Cosmetic,3/17/24,Component,Minor,Visual Inspection,793.46
923,36,Structural,3/29/24,Surface,Minor,Visual Inspection,893.77
924,2,Cosmetic,6/16/24,Component,Minor,Manual Testing,409.43
925,11,Functional,5/3/24,Internal,Minor,Automated Testing,351.86
926,16,Functional,1/12/24,Internal,Moderate,Automated Testing,933.37
927,44,Cosmetic,3/19/24,Surface,Moderate,Visual Inspection,333.92
928,80,Structural,4/27/24,Internal,Moderate,Manual Testing,904.57
929,5,Functional,4/27/24,Surface,Critical,Visual Inspection,225.51
930,52,Functional,5/14/24,Component,Critical,Automated Testing,664.52
931,81,Structural,2/4/24,Internal,Critical,Automated Testing,486.49
932,80,Functional,5/14/24,Internal,Moderate,Visual Inspection,127.23
933,15,Cosmetic,5/16/24,Internal,Minor,Visual Inspection,121.96
934,62,Cosmetic,5/6/24,Surface,Minor,Manual Testing,267.64
935,46,Structural,1/19/24,Surface,Critical,Automated Testing,298.03
936,7,Cosmetic,2/3/24,Component,Moderate,Automated Testing,604.72
937,94,Structural,4/18/24,Internal,Critical,Manual Testing,749.05
938,38,Structural,4/8/24,Surface,Minor,Manual Testing,499.34
939,92,Cosmetic,2/16/24,Internal,Moderate,Visual Inspection,590.85
940,29,Functional,4/1/24,Internal,Minor,Manual Testing,355.6
941,46,Structural,1/27/24,Component,Minor,Visual Inspection,266.97
942,46,Structural,5/29/24,Surface,Critical,Visual Inspection,160.08
943,79,Cosmetic,4/17/24,Internal,Moderate,Manual Testing,827.64
944,72,Functional,3/11/24,Surface,Minor,Manual Testing,19.83
945,10,Cosmetic,5/24/24,Surface,Minor,Visual Inspection,989.49
946,87,Cosmetic,3/3/24,Internal,Minor,Manual Testing,133.9
947,6,Cosmetic,3/3/24,Internal,Moderate,Visual Inspection,739.33
948,70,Structural,2/16/24,Component,Moderate,Automated Testing,947.83
949,60,Structural,4/11/24,Surface,Critical,Automated Testing,743.44
950,23,Structural,2/23/24,Surface,Critical,Automated Testing,534.79
951,2,Functional,6/8/24,Internal,Moderate,Visual Inspection,479.56
952,23,Structural,2/26/24,Surface,Critical,Visual Inspection,87.89
953,81,Functional,3/27/24,Surface,Minor,Manual Testing,571.61
954,46,Structural,6/17/24,Surface,Moderate,Visual Inspection,485.1
955,85,Functional,2/28/24,Internal,Minor,Manual Testing,289.68
956,43,Functional,3/1/24,Surface,Critical,Manual Testing,962.48
957,13,Structural,5/27/24,Internal,Minor,Automated Testing,13.19
958,25,Structural,4/3/24,Component,Critical,Visual Inspection,298.81
959,53,Cosmetic,4/27/24,Component,Critical,Automated Testing,916.49
960,59,Cosmetic,3/19/24,Internal,Critical,Automated Testing,15.96
961,3,Structural,3/29/24,Component,Moderate,Visual Inspection,383.65
962,78,Cosmetic,1/30/24,Component,Critical,Manual Testing,612.25
963,51,Cosmetic,5/26/24,Component,Minor,Automated Testing,142
964,45,Functional,2/13/24,Component,Critical,Manual Testing,685.35
965,45,Functional,6/22/24,Internal,Critical,Visual Inspection,358.46
966,54,Functional,3/29/24,Internal,Moderate,Visual Inspection,310.35
967,81,Functional,3/13/24,Internal,Moderate,Manual Testing,610.75
968,92,Structural,3/3/24,Internal,Moderate,Visual Inspection,523.61
969,6,Structural,3/15/24,Surface,Minor,Manual Testing,945.17
970,33,Structural,1/28/24,Internal,Minor,Visual Inspection,708.97
971,50,Cosmetic,4/7/24,Component,Minor,Automated Testing,309.87
972,97,Cosmetic,1/4/24,Surface,Critical,Manual Testing,565.48
973,14,Structural,6/14/24,Surface,Critical,Automated Testing,859.52
974,39,Cosmetic,1/21/24,Internal,Critical,Manual Testing,140.02
975,3,Functional,1/1/24,Component,Moderate,Automated Testing,626.35
976,79,Cosmetic,5/18/24,Component,Moderate,Visual Inspection,807.32
977,96,Structural,6/8/24,Internal,Critical,Automated Testing,888.55
978,57,Functional,1/29/24,Component,Moderate,Automated Testing,440.85
979,1,Functional,1/11/24,Internal,Critical,Manual Testing,652.97
980,39,Functional,2/29/24,Internal,Moderate,Visual Inspection,725.44
981,75,Cosmetic,1/16/24,Internal,Minor,Manual Testing,843.66
982,9,Cosmetic,3/15/24,Component,Moderate,Visual Inspection,611.8
983,76,Functional,5/16/24,Surface,Moderate,Automated Testing,712.12
984,43,Functional,6/22/24,Internal,Critical,Manual Testing,941.33
985,99,Functional,2/2/24,Internal,Critical,Automated Testing,112.15
986,47,Structural,2/8/24,Internal,Moderate,Automated Testing,284.7
987,26,Cosmetic,5/22/24,Internal,Minor,Visual Inspection,694.09
988,50,Cosmetic,2/5/24,Surface,Moderate,Automated Testing,102.98
989,11,Cosmetic,1/1/24,Component,Critical,Visual Inspection,398.32
990,45,Cosmetic,6/11/24,Component,Critical,Manual Testing,576.07
991,10,Cosmetic,6/8/24,Internal,Minor,Visual Inspection,51.79
992,7,Cosmetic,1/25/24,Internal,Critical,Visual Inspection,426.31
993,83,Functional,3/14/24,Internal,Critical,Manual Testing,808.65
994,77,Cosmetic,2/11/24,Component,Minor,Visual Inspection,970.37
995,41,Cosmetic,1/28/24,Internal,Moderate,Automated Testing,67.54
996,25,Structural,3/1/24,Component,Minor,Automated Testing,813.14
997,23,Functional,3/21/24,Component,Moderate,Automated Testing,944.07
998,17,Structural,1/16/24,Component,Minor,Automated Testing,401.12
999,96,Cosmetic,6/21/24,Internal,Moderate,Manual Testing,775.63
1000,1,Cosmetic,3/23/24,Component,Minor,Visual Inspection,963.4